,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
1493,38,blue-collar,married,primary,no,362,yes,no,unknown,8,may,100,5,-1,0,unknown,no
1498,39,blue-collar,married,primary,no,830,yes,no,unknown,8,may,246,2,-1,0,unknown,no
1499,34,services,married,secondary,no,-315,yes,no,unknown,8,may,56,2,-1,0,unknown,no
1503,31,technician,single,tertiary,no,948,yes,no,unknown,8,may,91,2,-1,0,unknown,no
1505,36,blue-collar,married,unknown,no,70,yes,no,unknown,8,may,219,4,-1,0,unknown,no
1507,44,technician,single,secondary,no,365,yes,no,unknown,8,may,169,2,-1,0,unknown,no
1508,40,blue-collar,single,secondary,no,879,yes,yes,unknown,8,may,248,3,-1,0,unknown,no
1515,33,blue-collar,single,secondary,no,56,yes,no,unknown,8,may,112,2,-1,0,unknown,no
1516,40,admin.,single,secondary,no,118,yes,no,unknown,8,may,383,3,-1,0,unknown,no
1522,44,blue-collar,married,secondary,no,373,yes,no,unknown,8,may,122,2,-1,0,unknown,no
1533,50,technician,single,tertiary,no,0,yes,no,unknown,8,may,393,2,-1,0,unknown,no
1535,48,blue-collar,married,primary,no,2642,yes,no,unknown,8,may,330,3,-1,0,unknown,no
1547,53,blue-collar,married,secondary,no,359,no,yes,unknown,8,may,238,8,-1,0,unknown,no
1548,37,blue-collar,married,primary,no,496,yes,no,unknown,8,may,137,2,-1,0,unknown,no
1552,48,technician,divorced,tertiary,no,574,yes,no,unknown,8,may,341,2,-1,0,unknown,no
1556,40,services,single,secondary,no,23,yes,no,unknown,8,may,179,5,-1,0,unknown,no
1568,52,blue-collar,married,secondary,no,-17,yes,no,unknown,8,may,37,3,-1,0,unknown,no
1569,41,management,married,primary,no,-417,yes,no,unknown,8,may,51,3,-1,0,unknown,no
1570,30,management,single,tertiary,no,528,yes,no,unknown,8,may,145,4,-1,0,unknown,no
1571,32,management,single,tertiary,no,394,yes,no,unknown,8,may,466,2,-1,0,unknown,no
1574,44,blue-collar,married,secondary,no,138,yes,no,unknown,8,may,283,3,-1,0,unknown,no
1575,36,blue-collar,married,secondary,no,406,yes,no,unknown,8,may,826,3,-1,0,unknown,no
1580,39,blue-collar,married,primary,no,-432,yes,no,unknown,8,may,159,3,-1,0,unknown,no
1582,41,blue-collar,single,secondary,no,1080,yes,yes,unknown,8,may,192,4,-1,0,unknown,no
1586,26,management,single,tertiary,no,498,yes,no,unknown,8,may,99,3,-1,0,unknown,no
1590,47,technician,divorced,secondary,no,699,yes,no,unknown,8,may,182,1,-1,0,unknown,no
1595,43,blue-collar,married,secondary,no,1376,yes,no,unknown,8,may,235,4,-1,0,unknown,no
1596,38,blue-collar,married,primary,no,0,yes,no,unknown,8,may,732,2,-1,0,unknown,no
1599,33,services,married,secondary,no,310,yes,no,unknown,8,may,172,4,-1,0,unknown,no
1604,41,blue-collar,married,primary,no,-97,yes,no,unknown,8,may,260,5,-1,0,unknown,no
1608,44,management,married,secondary,no,576,yes,no,unknown,8,may,128,3,-1,0,unknown,no
1622,32,blue-collar,married,secondary,no,536,yes,no,unknown,9,may,208,2,-1,0,unknown,no
1632,49,blue-collar,married,primary,no,186,yes,no,unknown,9,may,241,1,-1,0,unknown,no
1633,47,services,married,secondary,no,1306,yes,no,unknown,9,may,252,4,-1,0,unknown,no
1635,45,admin.,single,secondary,no,-88,yes,no,unknown,9,may,131,1,-1,0,unknown,no
1638,27,admin.,single,unknown,no,230,yes,no,unknown,9,may,371,1,-1,0,unknown,no
1642,35,management,married,tertiary,no,4286,yes,no,unknown,9,may,357,1,-1,0,unknown,no
1658,32,housemaid,married,primary,no,344,yes,no,unknown,9,may,85,2,-1,0,unknown,no
1670,32,services,married,secondary,no,2068,yes,yes,unknown,9,may,143,1,-1,0,unknown,no
1672,34,management,single,tertiary,no,-322,no,no,unknown,9,may,198,1,-1,0,unknown,no
1676,46,technician,divorced,tertiary,no,288,yes,no,unknown,9,may,166,1,-1,0,unknown,no
1680,32,technician,single,tertiary,no,190,yes,yes,unknown,9,may,352,1,-1,0,unknown,no
1683,40,housemaid,divorced,secondary,no,108,no,no,unknown,9,may,93,1,-1,0,unknown,no
1687,30,management,married,tertiary,no,1825,yes,no,unknown,9,may,164,1,-1,0,unknown,no
1697,36,management,divorced,tertiary,no,133,yes,no,unknown,9,may,117,1,-1,0,unknown,no
1705,59,blue-collar,married,secondary,no,1407,yes,no,unknown,9,may,232,1,-1,0,unknown,no
1708,33,blue-collar,married,primary,no,329,yes,no,unknown,9,may,44,1,-1,0,unknown,no
1709,31,blue-collar,married,secondary,no,428,yes,no,unknown,9,may,75,1,-1,0,unknown,no
1712,37,services,single,secondary,no,253,yes,yes,unknown,9,may,280,1,-1,0,unknown,no
1718,22,student,single,secondary,no,2412,yes,no,unknown,9,may,238,2,-1,0,unknown,no
1723,28,management,single,tertiary,no,3285,yes,no,unknown,9,may,98,1,-1,0,unknown,no
1729,32,self-employed,single,secondary,no,123,yes,no,unknown,9,may,278,1,-1,0,unknown,no
1732,31,admin.,married,secondary,no,535,no,no,unknown,9,may,249,3,-1,0,unknown,no
1733,26,services,single,secondary,no,302,yes,no,unknown,9,may,210,1,-1,0,unknown,no
1741,29,admin.,divorced,secondary,no,0,no,no,unknown,9,may,393,1,-1,0,unknown,no
1744,27,management,single,tertiary,no,118,yes,no,unknown,9,may,132,3,-1,0,unknown,no
1754,27,services,single,secondary,no,4,yes,yes,unknown,9,may,490,1,-1,0,unknown,no
1758,33,technician,divorced,secondary,yes,-305,no,yes,unknown,9,may,109,1,-1,0,unknown,no
1761,31,technician,married,secondary,no,1868,yes,no,unknown,9,may,213,2,-1,0,unknown,no
1766,47,blue-collar,divorced,secondary,no,65,yes,no,unknown,9,may,205,1,-1,0,unknown,no
1768,34,services,married,secondary,no,-68,yes,no,unknown,9,may,122,1,-1,0,unknown,no
1774,31,services,married,secondary,no,238,yes,yes,unknown,9,may,156,2,-1,0,unknown,no
1777,46,technician,single,secondary,yes,-1124,yes,yes,unknown,9,may,206,2,-1,0,unknown,no
1778,27,admin.,single,secondary,no,662,yes,no,unknown,9,may,544,1,-1,0,unknown,no
1783,48,blue-collar,married,secondary,no,149,yes,no,unknown,9,may,71,1,-1,0,unknown,no
1791,30,management,single,tertiary,no,1108,yes,yes,unknown,9,may,261,1,-1,0,unknown,no
1800,34,blue-collar,married,primary,no,139,yes,no,unknown,9,may,106,1,-1,0,unknown,no
1803,55,services,married,secondary,no,186,yes,yes,unknown,9,may,241,1,-1,0,unknown,no
1809,34,technician,single,tertiary,no,2257,yes,no,unknown,9,may,62,1,-1,0,unknown,no
1811,39,services,married,secondary,no,304,yes,yes,unknown,9,may,323,1,-1,0,unknown,no
1819,33,blue-collar,married,secondary,no,88,yes,no,unknown,9,may,57,2,-1,0,unknown,no
1830,53,management,married,secondary,no,-133,yes,no,unknown,9,may,126,2,-1,0,unknown,no
1840,26,management,married,primary,no,1349,yes,no,unknown,9,may,275,1,-1,0,unknown,no
1848,38,technician,married,secondary,yes,9,yes,no,unknown,9,may,129,3,-1,0,unknown,no
1856,53,blue-collar,married,secondary,no,-135,yes,no,unknown,9,may,193,2,-1,0,unknown,no
1861,38,blue-collar,married,secondary,no,49,yes,no,unknown,9,may,408,2,-1,0,unknown,no
1865,52,blue-collar,divorced,primary,no,-97,yes,yes,unknown,9,may,167,4,-1,0,unknown,no
1868,27,technician,single,secondary,no,527,yes,no,unknown,9,may,118,1,-1,0,unknown,no
1870,47,management,divorced,tertiary,no,266,yes,no,unknown,9,may,128,1,-1,0,unknown,no
1874,33,blue-collar,single,primary,no,92,yes,no,unknown,9,may,127,1,-1,0,unknown,no
1875,44,blue-collar,married,primary,no,-11,yes,no,unknown,9,may,13,1,-1,0,unknown,no
1879,33,technician,single,secondary,no,513,yes,no,unknown,9,may,53,4,-1,0,unknown,no
1883,32,blue-collar,married,secondary,no,-208,yes,yes,unknown,9,may,325,1,-1,0,unknown,no
1885,27,admin.,married,secondary,no,1033,yes,no,unknown,9,may,1713,1,-1,0,unknown,no
1889,37,blue-collar,divorced,secondary,no,-175,yes,no,unknown,9,may,182,1,-1,0,unknown,no
1894,45,services,single,secondary,no,-139,yes,no,unknown,9,may,663,3,-1,0,unknown,no
1898,23,services,single,secondary,no,105,yes,yes,unknown,9,may,305,2,-1,0,unknown,no
1899,49,housemaid,divorced,primary,no,164,yes,no,unknown,9,may,1080,5,-1,0,unknown,no
1908,46,entrepreneur,married,unknown,no,242,yes,no,unknown,9,may,332,2,-1,0,unknown,no
1910,44,blue-collar,married,primary,no,271,yes,yes,unknown,9,may,94,1,-1,0,unknown,no
1916,39,blue-collar,married,primary,no,105,yes,no,unknown,9,may,294,2,-1,0,unknown,no
1918,32,services,married,secondary,no,59,yes,yes,unknown,9,may,202,2,-1,0,unknown,no
1925,36,blue-collar,married,secondary,no,198,yes,no,unknown,9,may,400,2,-1,0,unknown,no
1931,33,blue-collar,single,secondary,no,328,yes,no,unknown,9,may,142,2,-1,0,unknown,no
1933,24,student,single,secondary,no,304,no,no,unknown,9,may,180,3,-1,0,unknown,no
1935,27,services,single,secondary,no,683,yes,no,unknown,9,may,44,3,-1,0,unknown,no
1938,56,management,married,secondary,no,230,no,no,unknown,9,may,73,4,-1,0,unknown,no
1940,46,blue-collar,married,primary,no,881,yes,no,unknown,9,may,126,2,-1,0,unknown,no
1942,29,student,single,secondary,no,510,yes,no,unknown,9,may,25,6,-1,0,unknown,no
1945,29,admin.,single,secondary,no,43,yes,no,unknown,9,may,179,2,-1,0,unknown,no
1950,50,blue-collar,married,primary,no,89,yes,no,unknown,9,may,210,3,-1,0,unknown,no
1951,25,admin.,married,secondary,no,10,yes,no,unknown,9,may,393,2,-1,0,unknown,no
1953,49,blue-collar,married,primary,no,1387,yes,yes,unknown,9,may,161,2,-1,0,unknown,no
1962,29,admin.,single,secondary,no,3986,yes,no,unknown,9,may,488,2,-1,0,unknown,no
1963,39,services,single,secondary,no,126,yes,no,unknown,9,may,211,2,-1,0,unknown,no
1966,37,blue-collar,married,primary,no,2378,yes,no,unknown,9,may,460,2,-1,0,unknown,no
1970,34,admin.,single,secondary,no,391,yes,no,unknown,9,may,192,2,-1,0,unknown,no
1975,48,blue-collar,married,primary,no,231,yes,no,unknown,9,may,752,3,-1,0,unknown,no
1977,38,self-employed,married,secondary,no,138,no,no,unknown,9,may,182,3,-1,0,unknown,no
1981,45,management,single,tertiary,no,5694,yes,no,unknown,9,may,214,2,-1,0,unknown,no
1984,28,admin.,single,secondary,no,244,yes,no,unknown,9,may,31,3,-1,0,unknown,no
1986,41,management,single,tertiary,no,1696,yes,no,unknown,9,may,878,3,-1,0,unknown,no
1990,53,management,married,tertiary,no,913,yes,no,unknown,9,may,244,4,-1,0,unknown,no
2003,30,admin.,married,secondary,no,15,yes,no,unknown,9,may,257,1,-1,0,unknown,no
2004,23,management,single,unknown,no,375,yes,no,unknown,9,may,194,3,-1,0,unknown,no
2012,47,blue-collar,married,secondary,no,8,no,no,unknown,9,may,64,4,-1,0,unknown,no
2027,33,technician,married,secondary,no,0,yes,yes,unknown,9,may,173,2,-1,0,unknown,no
2033,32,services,single,secondary,no,85,yes,no,unknown,9,may,834,9,-1,0,unknown,no
2039,34,technician,married,secondary,no,222,yes,no,unknown,12,may,149,6,-1,0,unknown,no
2040,35,technician,married,unknown,no,86,yes,no,unknown,12,may,33,4,-1,0,unknown,no
2042,28,blue-collar,married,primary,no,26,no,no,unknown,12,may,40,3,-1,0,unknown,no
2050,49,management,divorced,tertiary,yes,0,yes,no,unknown,12,may,345,2,-1,0,unknown,no
2054,44,unemployed,married,secondary,no,304,yes,no,unknown,12,may,129,2,-1,0,unknown,no
2055,51,blue-collar,married,tertiary,no,7816,yes,no,unknown,12,may,76,2,-1,0,unknown,no
2056,34,blue-collar,married,secondary,no,0,yes,no,unknown,12,may,111,2,-1,0,unknown,no
2058,30,blue-collar,married,primary,no,2581,no,no,unknown,12,may,221,2,-1,0,unknown,no
2061,34,admin.,divorced,secondary,no,-220,yes,yes,unknown,12,may,115,4,-1,0,unknown,no
2062,25,blue-collar,single,secondary,no,249,yes,no,unknown,12,may,149,5,-1,0,unknown,no
2064,44,services,divorced,secondary,no,210,no,yes,unknown,12,may,111,2,-1,0,unknown,no
2068,35,blue-collar,married,secondary,no,325,no,no,unknown,12,may,592,2,-1,0,unknown,no
2071,40,technician,married,secondary,no,66,yes,no,unknown,12,may,29,8,-1,0,unknown,no
2072,31,blue-collar,married,primary,no,0,yes,yes,unknown,12,may,59,4,-1,0,unknown,no
2080,40,services,single,secondary,no,-278,yes,no,unknown,12,may,400,3,-1,0,unknown,no
2090,39,blue-collar,divorced,secondary,no,36,yes,no,unknown,12,may,109,2,-1,0,unknown,no
2091,36,services,married,tertiary,no,2167,yes,yes,unknown,12,may,120,2,-1,0,unknown,no
2096,32,management,single,tertiary,no,311,no,no,unknown,12,may,757,2,-1,0,unknown,yes
2098,31,services,single,secondary,no,2963,yes,no,unknown,12,may,124,1,-1,0,unknown,no
2102,25,services,married,secondary,no,-454,yes,no,unknown,12,may,24,1,-1,0,unknown,no
2105,59,blue-collar,divorced,primary,no,220,yes,no,unknown,12,may,165,1,-1,0,unknown,no
2106,35,management,single,tertiary,no,561,yes,no,unknown,12,may,405,3,-1,0,unknown,no
2107,33,blue-collar,married,primary,no,211,yes,no,unknown,12,may,172,2,-1,0,unknown,no
2116,40,blue-collar,divorced,primary,no,737,yes,yes,unknown,12,may,102,1,-1,0,unknown,no
2117,56,blue-collar,divorced,secondary,no,75,yes,no,unknown,12,may,136,2,-1,0,unknown,no
2122,48,blue-collar,divorced,secondary,no,602,yes,no,unknown,12,may,231,1,-1,0,unknown,no
2127,31,entrepreneur,single,tertiary,yes,37,yes,no,unknown,12,may,281,1,-1,0,unknown,no
2129,27,admin.,single,secondary,no,1,yes,no,unknown,12,may,86,1,-1,0,unknown,no
2130,41,self-employed,married,secondary,no,304,yes,no,unknown,12,may,1147,2,-1,0,unknown,no
2141,32,entrepreneur,married,tertiary,no,108,yes,yes,unknown,12,may,112,1,-1,0,unknown,no
2142,25,admin.,single,tertiary,no,40,no,no,unknown,12,may,64,1,-1,0,unknown,no
2145,33,admin.,single,secondary,no,395,yes,no,unknown,12,may,95,8,-1,0,unknown,no
2148,37,technician,married,secondary,no,183,yes,no,unknown,12,may,194,2,-1,0,unknown,no
2149,36,blue-collar,married,primary,no,199,yes,no,unknown,12,may,165,4,-1,0,unknown,no
2150,56,admin.,divorced,primary,no,179,yes,no,unknown,12,may,306,2,-1,0,unknown,no
2157,44,blue-collar,married,secondary,no,23,yes,no,unknown,12,may,388,2,-1,0,unknown,no
2160,46,blue-collar,married,primary,no,-29,yes,no,unknown,12,may,322,1,-1,0,unknown,no
2185,49,services,single,secondary,no,5028,yes,no,unknown,12,may,891,1,-1,0,unknown,no
2189,37,services,divorced,secondary,no,904,yes,no,unknown,12,may,507,1,-1,0,unknown,no
2191,56,retired,married,primary,no,13,yes,no,unknown,12,may,123,2,-1,0,unknown,no
2192,26,technician,married,tertiary,no,450,yes,yes,unknown,12,may,1266,1,-1,0,unknown,no
2198,29,unemployed,married,secondary,no,380,no,yes,unknown,12,may,154,2,-1,0,unknown,no
2208,23,admin.,single,secondary,no,5,no,no,unknown,12,may,413,1,-1,0,unknown,no
2212,56,admin.,married,secondary,no,2087,yes,no,unknown,12,may,146,1,-1,0,unknown,no
2219,30,management,divorced,secondary,no,37,no,no,unknown,12,may,262,2,-1,0,unknown,no
2220,37,blue-collar,married,secondary,no,454,yes,no,unknown,12,may,115,1,-1,0,unknown,no
2225,42,management,married,secondary,no,-189,yes,no,unknown,12,may,247,2,-1,0,unknown,no
2228,38,services,married,secondary,no,3165,yes,no,unknown,12,may,152,2,-1,0,unknown,no
2232,36,blue-collar,married,secondary,no,134,no,no,unknown,12,may,98,2,-1,0,unknown,no
2236,45,management,single,tertiary,no,0,no,no,unknown,12,may,55,2,-1,0,unknown,no
2243,36,entrepreneur,married,primary,no,177,yes,no,unknown,12,may,63,5,-1,0,unknown,no
2245,28,technician,single,secondary,no,205,yes,no,unknown,12,may,92,3,-1,0,unknown,no
2248,38,management,married,tertiary,no,762,yes,no,unknown,12,may,163,2,-1,0,unknown,no
2251,40,technician,married,secondary,no,2576,yes,yes,unknown,12,may,10,11,-1,0,unknown,no
2259,21,student,single,unknown,no,137,yes,no,unknown,12,may,198,3,-1,0,unknown,no
2263,33,entrepreneur,single,secondary,no,339,yes,no,unknown,12,may,212,2,-1,0,unknown,no
2264,47,self-employed,divorced,secondary,no,218,yes,no,unknown,12,may,58,7,-1,0,unknown,no
2267,32,management,single,tertiary,no,1345,yes,no,unknown,12,may,289,3,-1,0,unknown,no
2280,31,admin.,married,secondary,no,-474,yes,no,unknown,12,may,215,2,-1,0,unknown,no
2285,38,management,married,tertiary,no,551,yes,no,unknown,12,may,1875,4,-1,0,unknown,no
2289,53,blue-collar,single,unknown,no,0,no,no,unknown,12,may,140,7,-1,0,unknown,no
2291,57,blue-collar,married,primary,yes,0,yes,no,unknown,12,may,73,3,-1,0,unknown,no
2292,58,entrepreneur,married,tertiary,no,146,yes,no,unknown,12,may,186,6,-1,0,unknown,no
2293,50,blue-collar,married,primary,no,-37,yes,no,unknown,12,may,78,3,-1,0,unknown,no
2302,30,technician,single,secondary,no,317,yes,no,unknown,12,may,246,6,-1,0,unknown,no
2313,46,unemployed,divorced,secondary,no,41,yes,no,unknown,12,may,249,4,-1,0,unknown,no
2314,36,blue-collar,married,secondary,no,1554,yes,no,unknown,12,may,325,4,-1,0,unknown,no
2317,22,housemaid,single,secondary,no,650,yes,no,unknown,12,may,181,4,-1,0,unknown,no
2323,28,technician,married,secondary,no,487,yes,no,unknown,13,may,176,4,-1,0,unknown,no
2326,26,admin.,divorced,secondary,yes,-3,yes,no,unknown,13,may,181,5,-1,0,unknown,no
2327,22,blue-collar,single,primary,no,-168,yes,no,unknown,13,may,160,3,-1,0,unknown,no
2328,35,blue-collar,married,primary,no,414,no,no,unknown,13,may,504,4,-1,0,unknown,yes
2335,27,admin.,single,secondary,no,-541,yes,yes,unknown,13,may,153,1,-1,0,unknown,no
2340,37,blue-collar,divorced,secondary,no,178,yes,no,unknown,13,may,71,1,-1,0,unknown,no
2342,32,blue-collar,married,secondary,no,-428,yes,no,unknown,13,may,518,1,-1,0,unknown,no
2346,32,technician,married,secondary,no,175,yes,no,unknown,13,may,142,1,-1,0,unknown,no
2360,29,blue-collar,married,secondary,no,125,yes,no,unknown,13,may,50,1,-1,0,unknown,no
2366,40,services,married,secondary,no,2172,yes,yes,unknown,13,may,1386,1,-1,0,unknown,no
2370,41,blue-collar,married,secondary,no,429,yes,no,unknown,13,may,244,1,-1,0,unknown,no
2373,29,technician,single,secondary,no,544,yes,no,unknown,13,may,360,1,-1,0,unknown,no
2376,30,admin.,single,secondary,no,1374,yes,no,unknown,13,may,207,1,-1,0,unknown,no
2379,22,management,single,secondary,no,594,yes,no,unknown,13,may,154,1,-1,0,unknown,no
2386,45,blue-collar,married,secondary,no,66,yes,no,unknown,13,may,3366,3,-1,0,unknown,no
2392,34,blue-collar,single,primary,no,505,yes,no,unknown,13,may,351,1,-1,0,unknown,no
2402,23,admin.,single,secondary,no,281,yes,no,unknown,13,may,124,1,-1,0,unknown,no
2408,20,services,single,secondary,no,-103,yes,no,unknown,13,may,180,1,-1,0,unknown,no
2410,41,admin.,married,secondary,no,705,yes,no,unknown,13,may,205,1,-1,0,unknown,no
2411,37,services,single,secondary,no,1950,yes,no,unknown,13,may,370,1,-1,0,unknown,no
2427,21,blue-collar,single,secondary,no,-273,yes,yes,unknown,13,may,340,1,-1,0,unknown,no
2428,23,blue-collar,single,primary,no,2594,yes,no,unknown,13,may,193,1,-1,0,unknown,no
2433,26,technician,married,tertiary,no,3825,yes,no,unknown,13,may,107,1,-1,0,unknown,no
2438,31,self-employed,married,secondary,no,263,yes,no,unknown,13,may,150,2,-1,0,unknown,no
2439,45,blue-collar,married,secondary,no,4646,yes,no,unknown,13,may,118,1,-1,0,unknown,no
2451,54,management,married,primary,no,879,yes,no,unknown,13,may,191,1,-1,0,unknown,no
2460,54,blue-collar,married,unknown,no,363,yes,no,unknown,13,may,202,1,-1,0,unknown,no
2466,41,services,married,secondary,no,-111,yes,no,unknown,13,may,21,1,-1,0,unknown,no
2467,43,blue-collar,married,unknown,no,3373,yes,no,unknown,13,may,156,1,-1,0,unknown,no
2472,30,blue-collar,married,secondary,no,-166,yes,yes,unknown,13,may,255,5,-1,0,unknown,no
2481,48,services,married,secondary,no,1199,yes,no,unknown,13,may,76,1,-1,0,unknown,no
2483,60,blue-collar,married,primary,no,1262,yes,yes,unknown,13,may,1015,1,-1,0,unknown,yes
2492,44,management,married,tertiary,no,6203,yes,yes,unknown,13,may,129,1,-1,0,unknown,no
2499,43,blue-collar,married,unknown,no,-633,yes,yes,unknown,13,may,277,1,-1,0,unknown,no
2500,50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,no
2502,43,unemployed,divorced,secondary,no,4478,yes,no,unknown,13,may,133,1,-1,0,unknown,no
2504,59,retired,married,tertiary,no,-892,yes,no,unknown,13,may,129,1,-1,0,unknown,no
2510,47,blue-collar,married,primary,no,521,yes,no,unknown,13,may,262,1,-1,0,unknown,no
2516,37,blue-collar,divorced,secondary,no,368,yes,no,unknown,13,may,194,2,-1,0,unknown,no
2524,42,self-employed,married,tertiary,no,5,yes,no,unknown,13,may,853,1,-1,0,unknown,no
2527,28,blue-collar,single,secondary,no,416,yes,no,unknown,13,may,452,2,-1,0,unknown,no
2531,34,management,married,tertiary,no,402,yes,no,unknown,13,may,813,2,-1,0,unknown,no
2544,47,blue-collar,married,primary,no,300,yes,no,unknown,13,may,103,3,-1,0,unknown,no
2546,57,retired,married,tertiary,no,3571,no,no,unknown,13,may,708,2,-1,0,unknown,no
2556,51,technician,married,secondary,no,463,yes,no,unknown,13,may,213,5,-1,0,unknown,no
